SalesID,Date,ProductID,CustomerID,StoreID,Quantity,Price,SalesAmount
123,2024-03-20,18,56,20,2,166.64,333.28
124,2023-08-21,49,76,6,3,297.69,893.07
125,2023-03-17,41,68,9,1,327.28,327.28
126,2023-09-22,9,137,4,1,215.45,215.45
127,2024-03-30,23,106,17,3,374.92,1124.76
128,2024-12-18,10,125,2,1,107.93,107.93
129,2024-01-19,19,92,16,4,287.37,1149.48
130,2024-07-17,47,23,14,3,336.08,1008.24
131,2024-05-20,5,191,8,3,90.82,272.46
132,2024-01-02,47,109,14,3,336.08,1008.24
133,2023-05-24,23,61,2,2,374.92,749.84
134,2023-03-10,30,168,16,3,86.81,260.43
135,2023-04-09,25,44,4,3,295.44,886.32
136,2024-01-31,28,152,1,3,141.62,424.86
137,2023-01-25,34,179,20,2,150.28,300.56
138,2024-04-13,45,186,14,1,52.23,52.23
139,2024-04-28,48,161,8,2,334.63,669.26
140,2024-07-18,47,16,3,4,336.08,1344.32
141,2023-05-31,25,22,5,3,295.44,886.32
142,2023-05-24,10,57,6,4,107.93,431.72
143,2024-07-22,14,62,8,2,227.63,455.26
144,2023-02-08,42,107,6,1,457.91,457.91
145,2023-04-19,46,71,6,1,188.56,188.56
146,2024-11-23,30,90,4,3,86.81,260.43
147,2023-02-11,41,72,7,1,327.28,327.28
148,2023-07-05,25,70,19,2,295.44,590.88
149,2024-02-02,14,30,7,2,227.63,455.26
150,2023-08-11,35,103,3,1,11.97,11.97
151,2024-09-25,48,151,8,3,334.63,1003.89
152,2023-05-13,34,32,1,3,150.28,450.84
153,2023-06-12,10,86,1,2,107.93,215.86
154,2023-08-03,35,57,14,1,11.97,11.97
155,2023-08-23,11,109,6,2,286.01,572.02
156,2024-10-19,11,9,10,2,286.01,572.02
157,2024-08-10,21,31,14,4,480.78,1923.12
158,2023-01-09,21,71,4,2,480.78,961.56
159,2023-03-15,22,137,6,3,423.04,1269.12
160,2024-05-06,45,13,16,1,52.23,52.23
161,2023-09-10,7,186,1,1,95.21,95.21
162,2023-08-18,17,131,6,4,365.0,1460.0
163,2024-06-02,2,35,9,4,343.22,1372.88
164,2023-06-23,12,21,15,3,20.5,61.5
165,2024-10-14,42,64,12,4,457.91,1831.64
166,2023-06-17,18,95,3,2,166.64,333.28
167,2023-06-19,11,180,11,2,286.01,572.02
168,2024-01-28,16,34,15,3,463.7,1391.1
169,2024-09-25,49,121,3,1,297.69,297.69
170,2023-07-13,18,163,14,3,166.64,499.92
171,2024-05-31,35,15,2,4,11.97,47.88
172,2023-01-29,26,120,4,1,482.8,482.8
173,2023-06-14,16,96,19,1,463.7,463.7
174,2024-02-26,6,6,12,1,198.58,198.58
175,2023-12-05,44,109,2,4,227.48,909.92
176,2024-10-09,43,97,17,2,425.77,851.54
177,2024-05-10,47,32,3,2,336.08,672.16
178,2023-12-31,47,180,10,4,336.08,1344.32
179,2023-12-08,48,83,16,4,334.63,1338.52
180,2024-05-14,42,156,9,3,457.91,1373.73
181,2024-10-18,12,118,11,3,20.5,61.5
182,2024-05-25,13,192,15,2,421.93,843.86
183,2023-11-23,4,79,3,4,417.43,1669.72
184,2023-08-05,39,78,16,3,304.95,914.85
185,2023-10-28,2,147,12,4,343.22,1372.88
186,2023-05-12,26,107,5,4,482.8,1931.2
187,2023-03-11,27,126,7,2,305.48,610.96
188,2023-09-09,27,15,9,2,305.48,610.96
189,2024-02-19,15,134,18,4,200.6,802.4
190,2024-03-20,8,73,8,1,378.9,378.9
191,2023-07-01,7,101,12,1,95.21,95.21
192,2023-06-16,47,98,20,4,336.08,1344.32
193,2023-04-01,46,166,2,2,188.56,377.12
194,2024-12-14,40,26,10,1,463.52,463.52
195,2024-06-14,12,92,19,2,20.5,41.0
196,2023-02-08,13,125,9,1,421.93,421.93
197,2023-05-06,43,179,8,4,425.77,1703.08
198,2024-03-26,17,73,1,3,365.0,1095.0
199,2023-06-22,17,123,6,3,365.0,1095.0
200,2024-10-14,36,53,12,2,103.43,206.86
201,2023-08-08,21,184,19,2,480.78,961.56
202,2024-09-29,8,187,17,1,378.9,378.9
203,2023-02-27,5,198,2,4,90.82,363.28
204,2024-10-21,26,78,11,1,482.8,482.8
205,2024-04-20,16,92,18,4,463.7,1854.8
206,2024-03-31,36,186,11,4,103.43,413.72
207,2023-12-27,28,88,18,2,141.62,283.24
208,2023-01-01,29,13,8,3,151.66,454.98
209,2024-01-22,47,43,15,3,336.08,1008.24
210,2023-12-14,12,76,9,2,20.5,41.0
211,2023-07-09,37,51,15,3,357.11,1071.33
212,2024-05-19,30,19,7,2,86.81,173.62
213,2023-07-10,23,149,20,1,374.92,374.92
214,2024-05-22,16,122,13,4,463.7,1854.8
215,2024-01-04,14,24,13,3,227.63,682.89
216,2024-02-13,10,26,1,3,107.93,323.79
217,2023-04-27,7,173,20,1,95.21,95.21
218,2023-05-14,45,156,4,1,52.23,52.23
219,2023-02-27,37,120,4,3,357.11,1071.33
220,2024-07-09,29,82,4,3,151.66,454.98
221,2024-11-15,3,100,13,2,306.95,613.9
222,2024-11-02,15,157,2,2,200.6,401.2
223,2023-06-22,36,17,15,3,103.43,310.29
224,2023-05-29,47,68,4,2,336.08,672.16
225,2023-03-21,46,44,6,1,188.56,188.56
226,2023-08-01,19,61,3,4,287.37,1149.48
227,2023-07-22,13,123,7,2,421.93,843.86
228,2023-08-17,42,93,6,4,457.91,1831.64
229,2024-11-06,21,196,3,2,480.78,961.56
230,2023-08-15,37,74,4,3,357.11,1071.33
231,2024-10-20,27,153,10,2,305.48,610.96
232,2024-06-15,29,67,9,4,151.66,606.64
233,2024-03-16,20,111,6,4,262.81,1051.24
234,2024-02-06,25,2,20,3,295.44,886.32
235,2023-02-16,6,89,11,4,198.58,794.32
236,2023-08-21,36,177,7,3,103.43,310.29
237,2023-11-01,2,198,18,3,343.22,1029.66
238,2024-06-09,22,26,4,4,423.04,1692.16
239,2023-05-23,32,200,5,1,214.58,214.58
240,2024-02-19,16,99,4,4,463.7,1854.8
241,2024-05-27,18,27,4,4,166.64,666.56
242,2024-01-08,5,89,13,2,90.82,181.64
243,2024-07-19,36,146,16,4,103.43,413.72
244,2023-09-16,30,182,14,2,86.81,173.62
245,2024-10-17,45,1,11,2,52.23,104.46
246,2024-04-15,19,189,2,4,287.37,1149.48
247,2023-01-12,23,103,14,3,374.92,1124.76
248,2023-11-26,34,131,7,1,150.28,150.28
249,2023-12-24,13,196,11,4,421.93,1687.72
250,2024-02-12,43,41,4,4,425.77,1703.08
251,2024-10-29,29,165,7,3,151.66,454.98
252,2024-01-08,36,51,16,2,103.43,206.86
253,2023-01-08,22,15,6,3,423.04,1269.12
254,2023-05-02,47,8,6,3,336.08,1008.24
255,2023-12-14,36,38,2,2,103.43,206.86
256,2024-11-06,9,114,8,4,215.45,861.8
257,2023-03-31,39,83,7,3,304.95,914.85
258,2024-10-09,19,56,14,3,287.37,862.11
259,2024-11-28,38,175,9,4,396.14,1584.56
260,2023-11-12,6,103,15,4,198.58,794.32
261,2023-06-27,47,138,18,1,336.08,336.08
262,2024-06-23,15,102,12,3,200.6,601.8
263,2023-02-10,20,78,19,1,262.81,262.81
264,2024-12-04,9,177,13,2,215.45,430.9
265,2024-05-16,32,169,7,4,214.58,858.32
266,2023-05-25,4,83,10,4,417.43,1669.72
267,2023-07-20,50,30,10,1,140.99,140.99
268,2024-12-24,18,5,2,3,166.64,499.92
269,2024-04-05,5,119,14,2,90.82,181.64
270,2024-07-11,20,199,13,3,262.81,788.43
271,2024-06-30,23,31,6,3,374.92,1124.76
272,2023-09-10,11,180,9,1,286.01,286.01
273,2024-01-25,37,23,13,3,357.11,1071.33
274,2024-08-16,22,48,9,1,423.04,423.04
275,2023-09-13,4,109,13,4,417.43,1669.72
276,2024-12-09,29,40,5,4,151.66,606.64
277,2024-03-25,44,6,14,4,227.48,909.92
278,2023-01-10,34,38,5,2,150.28,300.56
279,2023-08-30,13,169,9,2,421.93,843.86
280,2023-09-08,42,100,8,3,457.91,1373.73
281,2023-01-05,9,27,7,1,215.45,215.45
282,2023-04-29,42,69,8,3,457.91,1373.73
283,2024-01-09,31,57,3,4,12.74,50.96
284,2023-03-06,7,17,15,3,95.21,285.63
285,2023-05-26,4,71,8,3,417.43,1252.29
286,2023-08-12,19,47,1,3,287.37,862.11
287,2023-08-27,42,79,7,4,457.91,1831.64
288,2023-06-26,30,110,19,1,86.81,86.81
289,2023-10-09,31,13,2,3,12.74,38.22
290,2023-03-04,35,139,14,4,11.97,47.88
291,2023-08-05,21,124,18,2,480.78,961.56
292,2024-11-19,31,109,15,1,12.74,12.74
293,2024-04-05,19,90,14,4,287.37,1149.48
294,2024-09-01,31,86,19,3,12.74,38.22
295,2023-04-15,32,92,19,4,214.58,858.32
296,2023-04-09,2,24,17,1,343.22,343.22
297,2024-05-25,10,73,19,3,107.93,323.79
298,2024-01-20,2,4,16,2,343.22,686.44
299,2024-02-09,2,113,20,2,343.22,686.44
300,2024-06-01,24,46,19,2,272.15,544.3
301,2024-04-20,17,18,1,4,365.0,1460.0
302,2024-12-09,32,43,19,1,214.58,214.58
303,2024-10-06,16,161,7,2,463.7,927.4
304,2024-03-12,16,93,11,3,463.7,1391.1
305,2023-01-23,46,103,5,3,188.56,565.68
306,2024-07-18,39,124,17,3,304.95,914.85
307,2024-11-07,31,10,11,4,12.74,50.96
308,2024-12-14,43,73,8,1,425.77,425.77
309,2024-04-02,24,187,10,1,272.15,272.15
310,2023-03-24,1,31,12,2,124.31,248.62
311,2023-05-25,11,156,10,1,286.01,286.01
312,2023-03-26,21,60,13,3,480.78,1442.34
313,2023-03-19,4,131,18,3,417.43,1252.29
314,2024-04-01,7,118,10,4,95.21,380.84
315,2023-01-01,26,183,19,3,482.8,1448.4
316,2023-02-20,47,14,20,1,336.08,336.08
317,2024-11-15,50,186,17,3,140.99,422.97
318,2024-12-17,12,143,20,2,20.5,41.0
319,2024-03-21,31,2,16,4,12.74,50.96
320,2024-03-24,17,24,5,4,365.0,1460.0
321,2024-05-02,33,64,3,1,200.47,200.47
322,2023-02-03,11,199,15,3,286.01,858.03
323,2023-12-14,28,100,2,3,141.62,424.86
324,2023-04-05,32,114,13,1,214.58,214.58
325,2023-03-13,1,24,8,1,124.31,124.31
326,2024-07-04,47,155,17,2,336.08,672.16
327,2023-06-03,28,165,4,1,141.62,141.62
328,2023-09-07,42,91,19,3,457.91,1373.73
329,2024-11-04,7,167,9,2,95.21,190.42
330,2024-03-13,2,191,15,4,343.22,1372.88
331,2023-04-28,42,26,9,3,457.91,1373.73
332,2023-11-02,24,65,9,4,272.15,1088.6
333,2023-09-25,4,120,14,4,417.43,1669.72
334,2023-02-23,44,4,16,4,227.48,909.92
335,2023-08-24,19,157,17,3,287.37,862.11
336,2024-01-24,26,1,13,4,482.8,1931.2
337,2024-02-05,11,50,9,3,286.01,858.03
338,2024-09-15,40,110,15,4,463.52,1854.08
339,2023-10-30,50,139,7,1,140.99,140.99
340,2023-07-26,43,74,1,1,425.77,425.77
341,2023-08-17,11,187,1,3,286.01,858.03
342,2024-07-31,45,62,5,4,52.23,208.92
343,2023-03-16,3,81,9,4,306.95,1227.8
344,2024-03-10,12,164,12,4,20.5,82.0
345,2023-04-13,3,56,6,1,306.95,306.95
346,2024-02-26,42,111,13,4,457.91,1831.64
347,2024-12-04,27,21,8,4,305.48,1221.92
348,2023-11-02,49,141,15,3,297.69,893.07
349,2023-04-08,2,9,6,4,343.22,1372.88
350,2023-12-01,49,139,6,1,297.69,297.69
351,2024-03-10,16,70,4,4,463.7,1854.8
352,2024-03-22,2,129,11,1,343.22,343.22
353,2023-11-04,30,118,18,1,86.81,86.81
354,2023-09-06,20,198,3,2,262.81,525.62
355,2023-06-15,38,56,3,1,396.14,396.14
356,2024-04-25,28,31,12,2,141.62,283.24
357,2023-12-01,25,37,6,2,295.44,590.88
358,2024-06-25,32,175,6,4,214.58,858.32
359,2023-04-16,10,91,8,2,107.93,215.86
360,2024-07-16,42,114,15,3,457.91,1373.73
361,2023-03-22,40,128,18,1,463.52,463.52
362,2023-05-13,33,175,20,3,200.47,601.41
363,2023-05-18,13,122,16,2,421.93,843.86
364,2023-07-03,41,69,6,4,327.28,1309.12
365,2024-02-05,42,186,17,1,457.91,457.91
366,2023-11-26,47,36,9,3,336.08,1008.24
367,2024-05-22,37,32,19,4,357.11,1428.44
368,2023-03-10,16,64,18,2,463.7,927.4
369,2024-06-29,45,199,5,4,52.23,208.92
370,2023-02-22,22,170,6,3,423.04,1269.12
371,2024-03-25,20,48,12,4,262.81,1051.24
372,2023-07-24,50,81,11,3,140.99,422.97
373,2023-05-06,43,158,16,4,425.77,1703.08
374,2023-02-12,27,149,20,1,305.48,305.48
375,2023-04-21,41,60,17,4,327.28,1309.12
376,2024-10-24,16,141,20,1,463.7,463.7
377,2023-07-02,34,1,9,3,150.28,450.84
378,2023-04-05,32,65,1,1,214.58,214.58
379,2024-01-09,26,33,3,4,482.8,1931.2
380,2024-06-03,25,38,9,1,295.44,295.44
381,2023-12-26,2,25,19,3,343.22,1029.66
382,2024-11-26,12,154,13,4,20.5,82.0
383,2023-10-08,40,59,14,1,463.52,463.52
384,2023-07-14,9,161,20,1,215.45,215.45
385,2023-07-14,12,101,19,2,20.5,41.0
386,2024-10-28,26,127,7,1,482.8,482.8
387,2023-04-03,9,41,4,2,215.45,430.9
388,2024-11-02,10,158,12,3,107.93,323.79
389,2023-03-02,32,57,14,2,214.58,429.16
390,2024-09-25,34,177,2,3,150.28,450.84
391,2023-02-20,48,48,1,1,334.63,334.63
392,2024-02-07,20,72,18,1,262.81,262.81
393,2023-01-05,39,177,20,2,304.95,609.9
394,2024-04-10,2,175,8,3,343.22,1029.66
395,2024-08-26,1,56,3,1,124.31,124.31
396,2024-11-12,36,65,6,2,103.43,206.86
397,2024-06-17,24,12,13,2,272.15,544.3
398,2024-02-09,27,69,9,2,305.48,610.96
399,2024-05-27,2,134,9,1,343.22,343.22
400,2024-10-06,31,89,20,3,12.74,38.22
401,2023-08-21,14,193,9,1,227.63,227.63
402,2024-06-07,2,25,15,4,343.22,1372.88
403,2023-12-12,29,1,13,4,151.66,606.64
404,2023-02-15,15,160,16,1,200.6,200.6
405,2024-06-29,12,131,2,3,20.5,61.5
406,2023-03-19,37,49,14,2,357.11,714.22
407,2024-12-30,28,147,6,4,141.62,566.48
408,2023-03-14,20,60,2,4,262.81,1051.24
409,2023-09-06,39,157,8,1,304.95,304.95
410,2023-02-16,24,178,4,4,272.15,1088.6
411,2023-05-01,21,2,14,4,480.78,1923.12
412,2023-08-02,10,73,11,2,107.93,215.86
413,2023-08-27,46,184,14,2,188.56,377.12
414,2023-02-25,14,145,12,3,227.63,682.89
415,2023-12-16,37,188,16,4,357.11,1428.44
416,2023-04-17,18,110,6,3,166.64,499.92
417,2023-02-17,24,164,20,3,272.15,816.45
418,2024-07-26,14,61,1,2,227.63,455.26
419,2023-12-03,34,17,12,2,150.28,300.56
420,2023-01-26,12,49,7,1,20.5,20.5
421,2023-09-14,22,76,8,2,423.04,846.08
422,2023-01-08,6,188,9,3,198.58,595.74
423,2024-09-16,36,148,2,4,103.43,413.72
424,2023-09-10,45,178,17,3,52.23,156.69
425,2024-11-22,36,131,20,3,103.43,310.29
426,2024-12-19,22,43,13,3,423.04,1269.12
427,2023-10-30,14,57,5,2,227.63,455.26
428,2024-09-30,16,50,10,3,463.7,1391.1
429,2023-02-25,36,196,12,1,103.43,103.43
430,2024-12-26,25,178,17,4,295.44,1181.76
431,2024-06-09,32,37,6,2,214.58,429.16
432,2024-04-18,33,46,3,3,200.47,601.41
433,2023-01-28,45,170,15,1,52.23,52.23
434,2023-03-19,36,15,7,4,103.43,413.72
435,2023-08-04,20,161,6,3,262.81,788.43
436,2024-01-21,18,80,4,4,166.64,666.56
437,2023-12-31,38,139,19,2,396.14,792.28
438,2024-10-27,3,148,5,2,306.95,613.9
439,2024-06-09,23,24,3,1,374.92,374.92
440,2024-11-29,32,125,9,2,214.58,429.16
441,2023-11-08,45,192,6,1,52.23,52.23
442,2023-01-07,16,118,13,3,463.7,1391.1
443,2023-01-03,5,80,20,4,90.82,363.28
444,2024-09-14,4,94,4,2,417.43,834.86
445,2023-12-29,21,65,2,4,480.78,1923.12
446,2024-05-22,40,88,4,4,463.52,1854.08
447,2023-10-01,14,88,8,3,227.63,682.89
448,2024-05-20,39,145,13,3,304.95,914.85
449,2023-01-15,31,126,10,2,12.74,25.48
450,2023-07-11,14,89,18,3,227.63,682.89
451,2024-09-22,6,61,9,4,198.58,794.32
452,2024-04-29,12,15,1,1,20.5,20.5
453,2023-01-28,16,94,13,1,463.7,463.7
454,2024-12-14,17,51,18,1,365.0,365.0
455,2023-02-08,45,27,15,2,52.23,104.46
456,2023-09-30,23,74,2,3,374.92,1124.76
457,2023-08-19,14,61,11,3,227.63,682.89
458,2023-03-27,7,186,14,3,95.21,285.63
459,2024-04-18,46,31,15,3,188.56,565.68
460,2023-05-06,32,12,14,4,214.58,858.32
461,2024-06-20,15,46,16,1,200.6,200.6
462,2023-05-25,44,159,15,4,227.48,909.92
463,2024-06-08,17,32,19,2,365.0,730.0
464,2023-07-31,41,160,9,1,327.28,327.28
465,2023-01-25,47,181,5,1,336.08,336.08
466,2024-08-02,44,61,5,4,227.48,909.92
467,2024-01-29,34,46,11,2,150.28,300.56
468,2023-03-08,5,85,20,2,90.82,181.64
469,2023-08-21,45,80,4,1,52.23,52.23
470,2023-04-19,27,135,20,3,305.48,916.44
471,2023-05-26,23,4,18,2,374.92,749.84
472,2023-04-21,40,52,3,4,463.52,1854.08
473,2023-08-16,14,159,4,2,227.63,455.26
474,2023-04-21,15,112,14,1,200.6,200.6
475,2024-04-14,43,36,7,3,425.77,1277.31
476,2023-02-03,33,182,8,2,200.47,400.94
477,2024-09-14,31,54,16,1,12.74,12.74
478,2024-01-04,35,119,20,2,11.97,23.94
479,2024-08-17,17,127,15,3,365.0,1095.0
480,2024-07-07,28,17,7,4,141.62,566.48
481,2024-02-29,19,75,17,1,287.37,287.37
482,2024-09-04,46,158,12,1,188.56,188.56
483,2024-06-01,23,105,18,3,374.92,1124.76
484,2024-11-22,32,150,14,1,214.58,214.58
485,2023-10-09,40,117,15,3,463.52,1390.56
486,2023-11-16,13,43,15,1,421.93,421.93
487,2024-03-18,20,112,5,3,262.81,788.43
488,2023-11-11,35,115,16,2,11.97,23.94
489,2024-01-12,5,27,5,2,90.82,181.64
490,2023-10-16,9,37,2,2,215.45,430.9
491,2024-03-12,29,46,20,1,151.66,151.66
492,2024-10-23,6,113,9,3,198.58,595.74
493,2023-10-04,25,35,9,3,295.44,886.32
494,2024-12-10,31,132,4,4,12.74,50.96
495,2024-08-04,22,80,15,2,423.04,846.08
496,2024-05-17,2,80,11,4,343.22,1372.88
497,2024-09-15,45,154,1,2,52.23,104.46
498,2024-05-30,5,121,18,4,90.82,363.28
499,2023-12-16,27,147,1,2,305.48,610.96
500,2024-03-21,25,122,8,3,295.44,886.32
501,2023-12-16,8,81,16,2,378.9,757.8
502,2024-08-29,1,173,18,1,124.31,124.31
503,2024-10-25,20,154,9,2,262.81,525.62
504,2023-05-17,44,150,12,2,227.48,454.96
505,2023-08-31,23,119,19,3,374.92,1124.76
506,2024-06-26,32,58,18,1,214.58,214.58
507,2023-02-09,11,63,5,3,286.01,858.03
508,2023-08-17,39,156,2,4,304.95,1219.8
509,2024-07-01,47,193,7,4,336.08,1344.32
510,2023-08-11,24,172,10,1,272.15,272.15
511,2023-01-06,11,100,15,4,286.01,1144.04
512,2023-11-18,29,171,7,1,151.66,151.66
513,2024-04-12,26,165,5,2,482.8,965.6
514,2023-03-16,16,66,15,4,463.7,1854.8
515,2023-01-04,35,145,20,2,11.97,23.94
516,2024-10-07,20,168,20,3,262.81,788.43
517,2023-04-28,46,166,15,4,188.56,754.24
518,2024-08-28,3,85,10,3,306.95,920.85
519,2024-05-18,1,189,14,3,124.31,372.93
520,2024-07-27,47,137,10,1,336.08,336.08
521,2024-03-16,1,189,17,3,124.31,372.93
522,2023-07-13,17,144,14,1,365.0,365.0
523,2024-12-15,2,123,2,1,343.22,343.22
524,2024-01-27,29,2,16,1,151.66,151.66
525,2023-01-26,20,106,13,1,262.81,262.81
526,2024-03-10,6,108,9,1,198.58,198.58
527,2023-06-22,8,72,7,2,378.9,757.8
528,2023-10-27,29,171,16,1,151.66,151.66
529,2024-10-06,48,126,10,4,334.63,1338.52
530,2023-11-22,33,170,9,1,200.47,200.47
531,2024-02-14,3,57,7,2,306.95,613.9
532,2023-04-28,35,81,16,4,11.97,47.88
533,2024-12-24,5,195,9,4,90.82,363.28
534,2023-08-13,27,158,17,2,305.48,610.96
535,2024-06-15,44,141,20,4,227.48,909.92
536,2023-04-23,12,19,7,2,20.5,41.0
537,2023-05-20,20,7,11,3,262.81,788.43
538,2024-07-12,45,137,8,3,52.23,156.69
539,2023-01-01,20,54,7,1,262.81,262.81
540,2023-03-31,9,104,19,1,215.45,215.45
541,2024-10-15,39,86,20,1,304.95,304.95
542,2023-11-16,4,82,12,1,417.43,417.43
543,2024-07-03,19,61,7,2,287.37,574.74
544,2023-05-19,38,87,8,3,396.14,1188.42
545,2024-05-25,27,2,7,2,305.48,610.96
546,2023-09-16,45,178,6,4,52.23,208.92
547,2024-11-03,43,31,9,4,425.77,1703.08
548,2024-11-20,13,33,13,4,421.93,1687.72
549,2023-01-10,13,80,7,4,421.93,1687.72
550,2023-09-18,22,11,8,4,423.04,1692.16
551,2024-10-11,28,161,17,3,141.62,424.86
